centro_titular|centro_nombre|distancia|centro_educativo_centrico
AYUNTAMIENTO|VILLAVIEJA DE LOZOYA|63367.90995832148|0
AYUNTAMIENTO|ATRAPASUEÑOS|64635.06268265778|0
AYUNTAMIENTO|CENICIENTOS|68116.11648484637|0
AYUNTAMIENTO|EL SOL|6733.513755412702|1
AYUNTAMIENTO|EL CUQUILLO|7431.755920760519|0
AYUNTAMIENTO|FEDERICO CHUECA|7613.091482630657|0
AYUNTAMIENTO|LA CHOPERA|7667.878148735436|0
AYUNTAMIENTO|LA PALOMA|10750.432271222517|0
AYUNTAMIENTO|EL ALBA|11698.839235014477|0
AYUNTAMIENTO|LAS NUBES|11903.754568524442|0
AYUNTAMIENTO|EL CAPRICHO|12170.125582129729|0
AYUNTAMIENTO|HIEDRA|12789.347683169755|0
AYUNTAMIENTO|LOS JUNCOS|14679.930740366326|0
AYUNTAMIENTO|MAESTRO BARBIERI|14931.569359647121|0
AYUNTAMIENTO|LOS ENEBROS|17201.81568127107|0
AYUNTAMIENTO|ROMANILLOS|17630.41834630595|0
AYUNTAMIENTO|LOS PINOS|18619.93495510738|0
AYUNTAMIENTO|RINCON INFANTIL|18885.985720559875|0
AYUNTAMIENTO|ANDERSEN|18919.344961706476|0
AYUNTAMIENTO|DULCINEA|19666.50243359314|0
AYUNTAMIENTO|SAN AGUSTIN DE GUADALIX|21019.88635778814|0
AYUNTAMIENTO|CASA DE LOS NIÑOS|21957.922311918304|0
AYUNTAMIENTO|DAGANZO DE ARRIBA|22659.280056630374|0
AYUNTAMIENTO|EL PRADO|22756.159901150193|0
AYUNTAMIENTO|LA CAÑADA DE ARDOZ|23426.487814093183|0
AYUNTAMIENTO|MEJORADA DEL CAMPO|23687.015375498355|0
AYUNTAMIENTO|MAFALDA|24097.30637128304|0
AYUNTAMIENTO|LA PIÑATA|24646.63254249577|0
AYUNTAMIENTO|ANTUSANA|25246.37254319069|0
AYUNTAMIENTO|COLMENAREJO|25309.438534327484|0
AYUNTAMIENTO|LA VACA FLORA|27010.761256158356|0
AYUNTAMIENTO|MANZANARES EL REAL Nº 1|27829.75838779233|0
AYUNTAMIENTO|PEDREZUELA|28252.6580944004|0
AYUNTAMIENTO|SANTA CECILIA|28442.66439228966|0
AYUNTAMIENTO|VIRGEN DE LA ASUNCION|29091.694054670083|0
AYUNTAMIENTO|MORALEJA DE ENMEDIO|29407.193630277292|0
AYUNTAMIENTO|CARRUSEL|29904.13186483718|0
AYUNTAMIENTO|MIRAFLORES DE LA SIERRA|34135.169740439414|0
AYUNTAMIENTO|LA DEHESA|35011.75973895254|0
AYUNTAMIENTO|TORREJON DE VELASCO|36099.40597874357|0
AYUNTAMIENTO|COLORIN COLORETE|38903.465039934126|0
AYUNTAMIENTO|RASCAFRIA|45446.77533815992|0
AYUNTAMIENTO|LOZOYA|49643.5181082182|0
AYUNTAMIENTO|BERZOSA DEL LOZOYA|54588.59169206413|0
AYUNTAMIENTO|MONTEJO DE LA SIERRA|63228.70874561|0
BACHAIDA, S.L.|ALCALDE DE MOSTOLES|0.0|1
BANANA Y MELÓN, S.L.|MONKEY BANANA|0.0|1
BARRA DOBLE, S.L.|LOS ALAMOS|0.0|1
BEBINES, S.L.|BEBINES|0.0|1
BELEN LORIGADOS GONZALO|MAMA|0.0|1
BELINDA GRACIANEA CASANOVA|KOKORO|0.0|1
BRITISH COUNCIL EN ESPAÑA (CONSEJO BRITANICO)|BRITISH COUNCIL SCHOOL (BRITANICO)|0.0|1
BUEN BEBE, S.L.|BUEN BEBE|0.0|1
BULLIDO Y FLOR, S.L.|LOS PINGÜINETES|0.0|1
C.ANDRES VELA-J.M. ZABALA DEL OJO-L.ANDRES VELA|AZORIN|0.0|1
C.E.C.B.A.F. KHALIL GIBRAN, S.L.|KHALIL GIBRAN|0.0|1
C.REHABILITAC.D.PLAZA,MEDICO PSICOPEDAG.S.A.|DIONISIA PLAZA|0.0|1
CACHETAS DE COLORES, S.L. UNIPERSONAL|KCHETAS DE COLORES|0.0|1
CALENDULA EDUCACION, S.L.|EDUQA LA MORALEJA|0.0|1
CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID|INSTITUTO DE FORMACION EMPRESARIAL DE LA CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID|0.0|1
CARAMEL ACTIVIDADES, S.L.|CARRUSEL|0.0|1
CARITAS DIOCESANA DE GETAFE|ARZOBISPO MORCILLO|0.0|1
CARMELITAS ORDEN DEL CARMEN PROVINCIA BETICA|VIRGEN DE BEGOÑA|0.0|1
CARMEN MONTERO ANTON|LA LUNA|0.0|1
CARMEN RUIZ MARTINEZ|MUSICAL SILVELA|0.0|1
CASA CANÓNICA CLÍNICA NUESTRA SEÑORA DE LA PAZ|SAN JUAN DE DIOS|0.0|1
CASVI-BOADILLA, S.A.|CASVI-BOADILLA|0.0|1
CEIN TRASGOS, S.L.|TRASGOS|0.0|1
CEIPS MONCAYO, S.L.|MONCAYO|0.0|1
CENTRO CULTURAL ELFO, SDA. COOP. MADRILEÑA|CENTRO CULTURAL ELFO|0.0|1
CENTRO CULTURAL PALOMERAS, SDAD. COOP. LDA.|CENTRO CULTURAL PALOMERAS|0.0|1
CENTRO CULTURAL PEDRALTA, S.A.|FUENLLANA|0.0|1
CENTRO CULTURAL SALMANTINO, S.L.|CENTRO CULTURAL SALMANTINO|0.0|1
CENTRO CULTURAL Y DEPORTIVO TAJAMAR, S.A.|TAJAMAR|0.0|1
CENTRO DE EDUCACION INFANTIL PIPO'S, S.L.|PIPO'S|0.0|1
CENTRO DE EDUCACION INFANTIL REINA CRISTINA, S.L.|REINA CRISTINA III|0.0|1
CENTRO DE EDUCACION INFANTIL SUEÑOS DE PAPEL, S.L.|SUEÑOS DE PAPEL|0.0|1
CENTRO DE EDUCACION PERSONALIZADA (C.E.P.), S.L.|SANTA MARIA DEL VALLE CEP|0.0|1
CENTRO DE EDUCACIÓN INFANTIL PATUCO S.L.|PATUCO|0.0|1
CENTRO DE ENSEÑANZA SERRANO GARCIA S.L.|LICEO SAN PABLO|0.0|1
CENTRO DE EQUIPAMIENTO ZONA OESTE, S.A.|CIUDAD FINANCIERA SCH|0.0|1
CENTRO DE ESTUDIOS CASTILLA, SDAD. COOP. MADRILEÑA|CENTRO DE ESTUDIOS CASTILLA|0.0|1
CENTRO DE ESTUDIOS DEL VIDEO, S.A.|CEV CENTRO DE ESTUDIOS DEL VIDEO|0.0|1
CENTRO DE ESTUDIOS PROFESIONALES S.L|CENTRO DE ESTUDIOS PROFESIONALES (C.E.P.)|0.0|1
CENTRO DE ESTUDIOS SAN LUIS GONZAGA, S.L.|SAN LUIS GONZAGA|0.0|1
CENTRO DE INFANCIA EL CHALET,  S.L.|EL CHALET|0.0|1
CENTRO DE INICIATIVAS PARA LA FORMACION AGRARIA,S.A.|EFA VALDEMILANOS|0.0|1
CENTRO EDUCATIVO INTERNACIONAL EL JARAMA, S.L.|TRAZOS|0.0|1
CENTRO EDUCATIVO ZOLA, S.A.|CENTRO EDUCATIVO ZOLA|0.0|1
CENTRO ESCOLAR AMANECER, S.L.|AMANECER|0.0|1
CENTRO ESPAÑOL DE TECNOLOGIA APLICADA, S.L.|ESCUELA POLITECNICA GINER|0.0|1
CENTRO EUROPEO DE ESTUDIOS PROFESIONALES,S.L.|CENTRO EUROPEO DE ESTUDIOS PROFESIONALES|0.0|1
CENTRO INFANTIL BLANCANITOS, S.L.|BLANCANITOS 2|0.0|1
CENTRO INFANTIL GLOBOS, S.L. UNIPERSONAL|GLOBOS|0.0|1
CENTRO INFANTIL MAMATINA, S.L.|MAMATINA|0.0|1
CENTRO NUEVO DE PEDAGOGIA, S.L.|CENTRO NUEVO DE PEDAGOGIA|0.0|1
CENTRO PARA EL DESARROLLO INTEGRAL DEL NIÑO,S.L.|NUBES|0.0|1
CENTRO SUPERIOR DE FORMACION EUROPA SUR, S.A.|CESUR-MADRID|0.0|1
CENTROS DE EDUCACION INFANTIL EL ARRULLO, S.L.|EL ARRULLO|768.3159795584874|1
CENTROS DE EDUCACION INFANTIL EL ARRULLO, S.L.|EL ARRULLO 5|1593.1877199853432|0
CENTROS DE EDUCACION INFANTIL EL ARRULLO, S.L.|EL ARRULLO I|2361.257315734491|0
CENTROS DE ENSEÑANZA SAN FERMIN, S.L.16390|SAN FERMIN|0.0|1
CENTROS DOCENTES, S.A.|ORVALLE|0.0|1
CENTROS ESCOLARES BALDER S.L.|CENTRO ESCOLAR BALDER|0.0|1
CESO, S.A.|CES, ESCUELA SUPERIOR DE IMAGEN Y SONIDO|0.0|1
CHIQUI DIMA, S.L.|CHIQUI|0.0|1
CHIQUI SANSE, S.L.|CASCABEL|0.0|1
CHIQUITINES EN ACCION, S.L.|KINDERPARADIES  (ALEMAN)|0.0|1
CISTA COLEGIOS, S.L.|COLEGIO INTERNACIONAL SANTO TOMAS DE AQUINO|0.0|1
CIUDAD INFANTIL MIRABAL, S.A.|CIUDAD INFANTIL MIRABAL|0.0|1
CLERIGOS DE SAN VIATOR|NUESTRA SEÑORA DE FATIMA|0.0|1
CLEVER CLOGS, S.L.|MONTESSORI VILLAGE ALCALA|0.0|1
CLICKTOGAIN C2G, S.L.|LAS HADAS|0.0|1
COGNITA HASTINGS HOLDING, S.L. UNIPERSONAL|HASTINGS SCHOOL (BRITANICO)|0.0|1
COGUARD, S.L.|LITTLE FEM|0.0|1
COIS-SIGLO XXI SDAD.COOP.MADRILEÑA DE ENSEÑANZA|SIGLO XXI|0.0|1
COLEGIO 67, S.L. UNIPERSONAL|COLEGIO PRIVADO ENGAGE|0.0|1
COLEGIO ALCALA S.L.|COLEGIO ALCALA|0.0|1
COLEGIO ARCÁNGEL RAFAEL, S.L.|ARCANGEL RAFAEL|0.0|1
COLEGIO BASE, S.L.|BASE|0.0|1
COLEGIO BILINGÜE VALLMONT,S.L.|COLEGIO VALLMONT|0.0|1
COLEGIO BRAINS, S.L.|B.R.A.-INSTITUCION|4818.290282870055|1
COLEGIO BRAINS, S.L.|BRA-INSTITUCION|4818.290282870055|1
COLEGIO BRISTOL S.A.|BRISTOL|0.0|1
COLEGIO BUENAFUENTE DE EDUCACION ESPECIAL,S.L|BUENAFUENTE|0.0|1
COLEGIO CENTRAL MANUEL MUÑOZ, S.L.|CENTRAL|0.0|1
COLEGIO CONCERTADO SAN ANTONIO, S.L.|SAN ANTONIO|0.0|1
COLEGIO CUMBRE-OXFORD, S.L.|CUMBRE-OXFORD|0.0|1
COLEGIO DE SAN IGNACIO COMPAÑIA DE JESUS (JESUITAS)|SAN IGNACIO DE LOYOLA|0.0|1
COLEGIO DECROLY, S.L.|DECROLY|0.0|1
COLEGIO EUROPEO DE MADRID, S.L.|COLEGIO EUROPEO DE MADRID|340.36928474819814|1
COLEGIO EUROPEO DE MADRID, S.L.|COLEGIO EUROPEO DE MADRID INFANTIL|340.36928474819814|1
COLEGIO FEM, S. L.|FEM SCHOOL|0.0|1
COLEGIO GUZMAN EL BUENO, S.L.|GUZMAN EL BUENO|0.0|1
COLEGIO INTE.KOLBE, S.L.Y CIA, SOC.EN COMANDITA POR ACCIONES|COLEGIO INTERNACIONAL KOLBE|0.0|1
COLEGIO INTERNACIONAL COE, S.A.|INTERNACIONAL PINOSIERRA|0.0|1
COLEGIO INTERNACIONAL DE MADRID S.L.|INTERNATIONAL SCHOOL OF MADRID (BRITAN.)|0.0|1
COLEGIO INTERNACIONAL EUROVILLAS S.L.|INTERNACIONAL EUROVILLAS|0.0|1
COLEGIO JABY, S.L.|J.A.B.Y.|0.0|1
COLEGIO JOYFE, S.L.U.|JOYFE|0.0|1
COLEGIO JUAN PABLO II GUADARRAMA, S.L.|COLEGIO JUAN PABLO II Y LA INMACULADA|0.0|1
COLEGIO LAS ROSAS, S.L.|LAS ROSAS|0.0|1
COLEGIO LEGAMAR, S.L.|LEGAMAR|0.0|1
COLEGIO LOS PEÑASCALES, SDAD.COOP.LDA.|LOS PEÑASCALES|0.0|1
COLEGIO LUIS FEITO 19, S.L.|LUIS FEITO|0.0|1
COLEGIO LUYFERIVAS, S.L.|LUYFERIVAS|0.0|1
COLEGIO MADRIGAL, SDAD. COOP. MADRILEÑA|MADRIGAL|0.0|1
COLEGIO MARIA REINA, S.A.L.|MARIA REINA|0.0|1
COLEGIO MATER CLEMENTISIMA, S.L.|MATER CLEMENTISSIMA|0.0|1
COLEGIO NERVION, S.L.|NERVION|0.0|1
COLEGIO NTRA. SRA. DE GRACIA, S.L.|NUESTRA SEÑORA DE GRACIA|0.0|1
COLEGIO NTRA. SRA. DE LA ESTRELLA S.L.|NUESTRA SEÑORA DE LA ESTRELLA|0.0|1
COLEGIO NTRA.SRA.SANTA MARIA, S.L.|NUESTRA SEÑORA SANTA MARIA|0.0|1
COLEGIO NUESTRA SEÑORA DE LOS DOLORES S.L.|NUESTRA SEÑORA DE LOS DOLORES|0.0|1
COLEGIO NUESTRA SEÑORA DE LOS REMEDIOS, SOC. COOP. MADRILEÑA|NUESTRA SEÑORA DE LOS REMEDIOS|0.0|1
COLEGIO NUEVA CASTILLA, S.L.|NUEVA CASTILLA|0.0|1
COLEGIO PARQUE, S.L. UNIPERSONAL|PARQUE|0.0|1
COLEGIO PERIPATOS, S.L.|PERIPATOS|0.0|1
COLEGIO RAMON Y CAJAL, S.L.|RAMON Y CAJAL|0.0|1
COLEGIO RIHONDO, S.L.|NUESTRA SEÑORA DE RIHONDO|0.0|1
COLEGIO S. JUAN EVANGELISTA,SL-DIOCESIS DE ALCALA DE HENARES|SAN JUAN EVANGELISTA|0.0|1
COLEGIO S.LUIS FELCA S.L.5493 B 212|SAN LUIS-FELCA|0.0|1
COLEGIO SAMER CALASANZ S.L.|SAMER CALASANZ|0.0|1
COLEGIO SAN ALBERTO MAGNO, SOC.CCOP.LDA.|SAN ALBERTO MAGNO|0.0|1
COLEGIO SAN JAVIER-DIEGO PEREZ LLERENA, S.L.|SAN JAVIER|0.0|1
COLEGIO SAN JUAN BOSCO, S.L.|SAN JUAN BOSCO|0.0|1
COLEGIO SAN PASCUAL, SDAD. COOP. MADRILEÑA|SAN PASCUAL|0.0|1
COLEGIO SAN PEDRO S.L.|SAN PEDRO|0.0|1
COLEGIO SAN VICENTE COLONIA DEL TAXISTA, S.L.|SAN VICENTE|0.0|1
COLEGIO SANTA ELISABETH, S.L.|SANTA ELIZABETH|0.0|1
COLEGIO SANTA MARIA DEL CAMINO S.L. UNIPERSONAL|COLEGIO SANTA MARIA DEL CAMINO|0.0|1
COLEGIO SANTO ANGEL DE LA GUARDA, S.L. UNIPERSONAL|SANTO ANGEL DE LA GUARDA|0.0|1
COLEGIO SOROLLA B, S.L.|LICEO SOROLLA B|0.0|1
COLEGIO VILLA DE GRIÑON, S.A.|VILLA DE GRIÑON|0.0|1
COLEGIO VILLAEUROPA SDAD.COOP.MADRILEÑA|COLEGIO VILLAEUROPA|0.0|1
COLEGIO VIRGEN DE EUROPA, S.L.|VIRGEN DE EUROPA|0.0|1
COLEGIO VIRGEN DE LA VEGA, S.L.|VIRGEN DE LA VEGA|0.0|1
COLEGIO VIRGEN DEL HENAR, S.L.|VIRGEN DEL HENAR|0.0|1
COLEGIO VIRGEN DEL PUERTO, S.L.|VIRGEN DEL PUERTO|0.0|1
COLEGIO ZURBARÁN, S.L.|ZURBARAN|0.0|1
COLEGIOS MINERVA S.L.|MINERVA|11509.062831090983|1
COLEGIOS MINERVA S.L.|MINERVA|11509.062831090983|1
COLEGIOS MIRASIERRA, S.A.|MIRASIERRA|0.0|1
COLEGIOS RAMON Y CAJAL, S.L.|RAMON Y CAJAL|0.0|1
COLEGIOS Y ACADEMIAS IPAVACHE, S.L.|EL CID|0.0|1
COLEGIOS Y ORGANIZACION, S.L.|NORFOLK|0.0|1
COMERCIALIZADORA GUTIERREZ NUÑEZ, S.L.|EL SOL|0.0|1
COMPAÑIA DE JESUS|RADIO ECCA|0.0|1
COMPAÑÍA DE MARIA|VIRGEN DEL PILAR|0.0|1
COMUNIDAD DE MADRID|ESCUELA DE ARTE DE MADRID N.3|65.72774409238626|1
COMUNIDAD DE MADRID|SAN ISIDRO|73.55832779314203|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA PALOMA|419.89843838176404|0
COMUNIDAD DE MADRID|ANTONIO MORENO ROSALES|460.2436520938962|0
COMUNIDAD DE MADRID|EMILIA PARDO BAZAN|629.3707763562908|0
COMUNIDAD DE MADRID|VAZQUEZ DE MELLA|629.8887239396067|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-EMBAJADORES|678.5391359955188|0
COMUNIDAD DE MADRID|SANTA MARIA|695.0001301367791|0
COMUNIDAD DE MADRID|CERVANTES|774.3197527556862|0
COMUNIDAD DE MADRID|LEGADO CRESPO|871.7851371085238|0
COMUNIDAD DE MADRID|ESCUELA SUPERIOR CONSERVACION Y RESTAURACION BIENES CULTURALES|928.805840826571|0
COMUNIDAD DE MADRID|SANTA TERESA DE JESUS|952.9649074537605|0
COMUNIDAD DE MADRID|JOAQUIN COSTA|1016.5359756543456|0
COMUNIDAD DE MADRID|REAL CONSERVATORIO SUPERIOR DE MUSICA DE MADRID|1093.9672013939914|0
COMUNIDAD DE MADRID|JUAN DE LA CIERVA|1134.6572655341784|0
COMUNIDAD DE MADRID|PALACIO VALDES|1175.2989649789865|0
COMUNIDAD DE MADRID|SAN EUGENIO Y SAN ISIDRO|1176.8531177539173|0
COMUNIDAD DE MADRID|CARDENAL CISNEROS|1343.4925716034559|0
COMUNIDAD DE MADRID|ESCUELA SUPERIOR DE CANTO DE MADRID|1344.1889706727975|0
COMUNIDAD DE MADRID|AMANIEL|1391.6989488753807|0
COMUNIDAD DE MADRID|ERMITA DEL SANTO|1441.176672327041|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-TRIBUNAL|1454.8477893789595|0
COMUNIDAD DE MADRID|MENENDEZ Y PELAYO|1483.2097862351604|0
COMUNIDAD DE MADRID|TOMAS BRETON|1486.5068202037148|0
COMUNIDAD DE MADRID|MONCLOA|1555.5419841503742|0
COMUNIDAD DE MADRID|PORTUGAL|1555.5419841503742|0
COMUNIDAD DE MADRID|SAN MATEO|1559.9973289392983|0
COMUNIDAD DE MADRID|LA PALMA|1576.811933026567|0
COMUNIDAD DE MADRID|ISABEL LA CATOLICA|1586.2043570433657|0
COMUNIDAD DE MADRID|ARGANZUELA|1599.029302684549|0
COMUNIDAD DE MADRID|PI I MARGALL|1607.6602001479|0
COMUNIDAD DE MADRID|DISTRITO CENTRO|1618.629978978439|0
COMUNIDAD DE MADRID|LOPE DE VEGA|1618.629978978439|0
COMUNIDAD DE MADRID|ISABEL LA CATOLICA|1691.526953025234|0
COMUNIDAD DE MADRID|PUERTA DEL ANGEL|1780.2478903484468|0
COMUNIDAD DE MADRID|CONCEPCION ARENAL|1792.2802837742067|0
COMUNIDAD DE MADRID|FRANCISCO DE GOYA|1798.0343255574157|0
COMUNIDAD DE MADRID|LA PRADERA|1992.6255205301702|0
COMUNIDAD DE MADRID|ADOLFO SALAZAR|2039.128029947878|0
COMUNIDAD DE MADRID|PERU|2088.6166284220662|0
COMUNIDAD DE MADRID|SANTA ENGRACIA|2105.7370039708953|0
COMUNIDAD DE MADRID|FRANCISCO ALCANTARA CERAMICA|2190.4592258736416|0
COMUNIDAD DE MADRID|BEATRIZ GALINDO|2232.3678297106767|0
COMUNIDAD DE MADRID|SAN ISIDORO|2238.894285180553|0
COMUNIDAD DE MADRID|ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO|2242.248186986137|0
COMUNIDAD DE MADRID|EL LAGO|2271.552619636714|0
COMUNIDAD DE MADRID|MIGUEL DE UNAMUNO|2295.4935143198513|0
COMUNIDAD DE MADRID|FERNANDEZ MORATIN|2355.9625181076253|0
COMUNIDAD DE MADRID|ESCUELA DE ARTE DE MADRID N.10|2382.0690520865232|0
COMUNIDAD DE MADRID|LOPE DE VEGA|2425.0635783577486|0
COMUNIDAD DE MADRID|LOPE DE VEGA|2425.0635783577486|0
COMUNIDAD DE MADRID|FERNANDO EL CATOLICO|2427.8318473267564|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|2460.878972250893|0
COMUNIDAD DE MADRID|HOSPITAL DEL NIÑO JESUS|2527.9006859999167|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA ALMUDENA|2541.0296740782637|0
COMUNIDAD DE MADRID|VALLEHERMOSO|2541.1362266143965|0
COMUNIDAD DE MADRID|JUAN SEBASTIAN ELCANO|2593.3022210626114|0
COMUNIDAD DE MADRID|TIRSO DE MOLINA|2639.363439978218|0
COMUNIDAD DE MADRID|JORGE MANRIQUE|2684.8547852269394|0
COMUNIDAD DE MADRID|REAL ESCUELA SUPERIOR DE ARTE DRAMATICO|2716.024194786534|0
COMUNIDAD DE MADRID|SAN CRISTOBAL|2718.746737557607|0
COMUNIDAD DE MADRID|ESCUELAS AGUIRRE|2733.6949081104663|0
COMUNIDAD DE MADRID|FORTUNY|2759.4437196145823|0
COMUNIDAD DE MADRID|FORTEA|2763.6259427422183|0
COMUNIDAD DE MADRID|JOAQUIN DICENTA|2772.912228224531|0
COMUNIDAD DE MADRID|EIJO Y GARAY|2777.913787704641|0
COMUNIDAD DE MADRID|MARCELO USERA|2864.281016782663|0
COMUNIDAD DE MADRID|RUFINO BLANCO|2885.5830045467687|0
COMUNIDAD DE MADRID|EE.UU. DE AMERICA-HUARTE DE SAN JUAN|2929.3265083049496|0
COMUNIDAD DE MADRID|CALDERON DE LA BARCA|2940.0871552436674|0
COMUNIDAD DE MADRID|EMPERATRIZ MARIA DE AUSTRIA|2940.0871552436674|0
COMUNIDAD DE MADRID|CLAUDIO MOYANO|2959.1459775891776|0
COMUNIDAD DE MADRID|ROGER DE FLOR|3022.9494632539922|0
COMUNIDAD DE MADRID|JOSE CALVO SOTELO|3070.046698724486|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-CARABANCHEL|3075.894204842606|0
COMUNIDAD DE MADRID|DE PRACTICAS ASUNCION RINCON|3089.2663048437453|0
COMUNIDAD DE MADRID|ESCUELA DE LA VID|3099.51998581845|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DEL LUCERO|3123.540160096402|0
COMUNIDAD DE MADRID|LA JARA|3147.640775688813|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-JESUS MAESTRO|3149.8797340707|0
COMUNIDAD DE MADRID|JOAQUÍN TURINA|3155.278674331067|0
COMUNIDAD DE MADRID|ISLAS FILIPINAS|3156.270731254063|0
COMUNIDAD DE MADRID|REPUBLICA DE ECUADOR|3161.279946200209|0
COMUNIDAD DE MADRID|HOSPITAL GREGORIO MARAÑON|3161.6736222027725|0
COMUNIDAD DE MADRID|VALLE DE ORO|3211.288948513294|0
COMUNIDAD DE MADRID|CATEDRA DE PEDIATRIA, HOSPITAL CLINICO|3248.3492101418915|0
COMUNIDAD DE MADRID|REPUBLICA DE VENEZUELA|3256.0311211178987|0
COMUNIDAD DE MADRID|REINA VICTORIA|3263.369755000088|0
COMUNIDAD DE MADRID|ORTEGA Y GASSET|3269.175811511917|0
COMUNIDAD DE MADRID|MIGUEL SERVET|3273.801104124867|0
COMUNIDAD DE MADRID|EMILIO CASTELAR|3286.7811554293426|0
COMUNIDAD DE MADRID|OPORTO|3289.3759671229836|0
COMUNIDAD DE MADRID|SAN IGNACIO DE LOYOLA|3314.876322492915|0
COMUNIDAD DE MADRID|RENACIMIENTO|3321.125444216192|0
COMUNIDAD DE MADRID|PACIFICO|3343.527155316667|0
COMUNIDAD DE MADRID|ZOFIO|3367.6980470853737|0
COMUNIDAD DE MADRID|LA ESTRELLA|3401.837557734891|0
COMUNIDAD DE MADRID|TERESA BERGANZA|3404.3371886385007|0
COMUNIDAD DE MADRID|DIRECCION AREA TERRITORIAL MADRID-CAPITAL|3411.47039863128|0
COMUNIDAD DE MADRID|ARCIPRESTE DE HITA|3453.112611955122|0
COMUNIDAD DE MADRID|CIUDAD DE ROMA|3529.651950996859|0
COMUNIDAD DE MADRID|ISAAC PERAL|3550.6067603661168|0
COMUNIDAD DE MADRID|GONZALO DE BERCEO|3575.2645694501293|0
COMUNIDAD DE MADRID|EL VALLE|3577.2402686601667|0
COMUNIDAD DE MADRID|REPUBLICA DEL URUGUAY|3591.386065165089|0
COMUNIDAD DE MADRID|CAPITAL-1, NTRA. SRA. DE LA FUENCISLA|3638.272572241062|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA FUENCISLA|3638.272572241062|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA FUENCISLA|3638.272572241062|0
COMUNIDAD DE MADRID|CHAVALITOS|3677.871341530776|0
COMUNIDAD DE MADRID|PATRIARCA OBISPO EIJO GARAY|3692.8503506615343|0
COMUNIDAD DE MADRID|AMADOR DE LOS RIOS|3723.387487506425|0
COMUNIDAD DE MADRID|BOLIVIA|3725.889002414022|0
COMUNIDAD DE MADRID|RAMIRO DE MAEZTU|3746.3048454474724|0
COMUNIDAD DE MADRID|RAMIRO DE MAEZTU|3746.3048454474724|0
COMUNIDAD DE MADRID|PRADOLONGO|3755.6621570270463|0
COMUNIDAD DE MADRID|SAN ISIDORO DE SEVILLA|3795.00665313351|0
COMUNIDAD DE MADRID|PRADOLONGO|3799.4082457749873|0
COMUNIDAD DE MADRID|CERVANTES|3807.315420456418|0
COMUNIDAD DE MADRID|JOAQUIN SOROLLA|3845.6935447168707|0
COMUNIDAD DE MADRID|VISTA ALEGRE|3939.0626901259398|0
COMUNIDAD DE MADRID|FRANCISCO DE LUIS|3946.6296365518833|0
COMUNIDAD DE MADRID|VISTA ALEGRE|3956.077888029821|0
COMUNIDAD DE MADRID|JULIAN BESTEIRO|3971.955403930498|0
COMUNIDAD DE MADRID|JAIME BALMES|4074.001478552612|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA DOCE DE OCTUBRE|4075.8711109398037|0
COMUNIDAD DE MADRID|MORATALAZ|4104.721621811208|0
COMUNIDAD DE MADRID|VALLECAS I|4163.411235558345|0
COMUNIDAD DE MADRID|REGIMIENTO INMEMORIAL DEL REY|4225.76680009504|0
COMUNIDAD DE MADRID|AVENIDA DE LOS TOREROS|4243.113254470229|0
COMUNIDAD DE MADRID|ARCE|4273.841230968468|0
COMUNIDAD DE MADRID|MARIANA PINEDA|4273.841230968468|0
COMUNIDAD DE MADRID|PINTOR ROSALES|4278.054349233132|0
COMUNIDAD DE MADRID|LA ALBUFERA|4309.4317360291|0
COMUNIDAD DE MADRID|JOSE MARIA DE PEREDA|4332.563384290221|0
COMUNIDAD DE MADRID|GUINDALERA|4343.831480091583|0
COMUNIDAD DE MADRID|AMOS ACERO|4394.673433945654|0
COMUNIDAD DE MADRID|SHANTALA|4411.858731487637|0
COMUNIDAD DE MADRID|HERNAN CORTES|4444.994178677655|0
COMUNIDAD DE MADRID|CIUDAD DE JAEN|4457.894777188397|0
COMUNIDAD DE MADRID|HAITI|4459.431979899178|0
COMUNIDAD DE MADRID|DOCTOR FEDERICO RUBIO|4460.421789338137|0
COMUNIDAD DE MADRID|LUIS BELLO|4466.896396543155|0
COMUNIDAD DE MADRID|JAIME VERA|4472.893249639808|0
COMUNIDAD DE MADRID|PRADOLONGO|4478.093927200244|0
COMUNIDAD DE MADRID|PIO BAROJA|4503.1531429108945|0
COMUNIDAD DE MADRID|MESETA DE ORCASITAS|4506.229434058941|0
COMUNIDAD DE MADRID|FRAY JUNIPERO SERRA|4510.636783386828|0
COMUNIDAD DE MADRID|AMADEO VIVES|4511.41178865546|0
COMUNIDAD DE MADRID|AMADEO VIVES|4511.41178865546|0
COMUNIDAD DE MADRID|CIUDAD DE JAEN|4547.751046764417|0
