centro_titular|centro_nombre|distancia|centro_educativo_centrico
COMUNIDAD DE MADRID|GABRIELA MISTRAL|11089.448812535236|0
COMUNIDAD DE MADRID|CONCEPCION ARENAL|11107.414579606433|0
COMUNIDAD DE MADRID|ICARO|11125.257186399322|0
COMUNIDAD DE MADRID|SATAFI|11127.06189572393|0
COMUNIDAD DE MADRID|CIUDAD DE ZARAGOZA|11163.706747961014|0
COMUNIDAD DE MADRID|E.O.I. DE ALCORCON|11167.186445987418|0
COMUNIDAD DE MADRID|ALTAIR|11179.260961888576|0
COMUNIDAD DE MADRID|ORTIZ ECHAGUE|11182.328372716718|0
COMUNIDAD DE MADRID|JORGE GUILLEN|11204.01318136905|0
COMUNIDAD DE MADRID|JOSEFINA ALDECOA|11211.421942122211|0
COMUNIDAD DE MADRID|LAGUNA DE JOATZEL|11214.906821776682|0
COMUNIDAD DE MADRID|PARQUE DE LISBOA|11270.21165237537|0
COMUNIDAD DE MADRID|ALAMEDA DE OSUNA|11303.128199251978|0
COMUNIDAD DE MADRID|SAN JOSE DE VALDERAS|11306.824425314253|0
COMUNIDAD DE MADRID|BELLAS VISTAS|11307.336288297505|0
COMUNIDAD DE MADRID|PARQUE DE LISBOA|11366.390578839004|0
COMUNIDAD DE MADRID|ALFAR|11373.259167191914|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|11438.221381664742|0
COMUNIDAD DE MADRID|LOPE DE VEGA|11449.845801976084|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA HOSP. UNIV. DE GETAFE|11458.156074780818|0
COMUNIDAD DE MADRID|SAN JOSE DE CALASANZ|11470.997079508465|0
COMUNIDAD DE MADRID|DOCTOR SEVERO OCHOA|11485.371089794542|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA SEVERO OCHOA|11500.406373689453|0
COMUNIDAD DE MADRID|CIUDAD DE GUADALAJARA|11549.859346984073|0
COMUNIDAD DE MADRID|EL OLIVO|11569.546278562364|0
COMUNIDAD DE MADRID|GUADARRAMA|11605.27584912106|0
COMUNIDAD DE MADRID|JOAQUIN COSTA|11622.795938045547|0
COMUNIDAD DE MADRID|SAN PABLO|11827.853220321675|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|11976.289903029658|0
COMUNIDAD DE MADRID|E.O.I. DE GETAFE|11994.428214195772|0
COMUNIDAD DE MADRID|LA ALHONDIGA|12008.651172433754|0
COMUNIDAD DE MADRID|SAGRADO CORAZON|12015.064600447653|0
COMUNIDAD DE MADRID|CASA DE LA CULTURA|12029.135266158904|0
COMUNIDAD DE MADRID|DANIEL MARTIN|12040.211356389962|0
COMUNIDAD DE MADRID|GONZALO DE BERCEO|12080.288584713233|0
COMUNIDAD DE MADRID|SANTIAGO RAMON Y CAJAL|12123.934424665009|0
COMUNIDAD DE MADRID|CIUDAD DE GETAFE|12150.225349143037|0
COMUNIDAD DE MADRID|RAFAEL ALBERTI|12193.776342007148|0
COMUNIDAD DE MADRID|PARROCO D. VICTORIANO|12200.217306666731|0
COMUNIDAD DE MADRID|SUR-12, ALCORCON|12200.217306666731|0
COMUNIDAD DE MADRID|LOS PINGÜINOS|12232.669227073222|0
COMUNIDAD DE MADRID|CALDERON DE LA BARCA|12244.01982315201|0
COMUNIDAD DE MADRID|BLAS DE OTERO|12245.973173991732|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|12356.52285864884|0
COMUNIDAD DE MADRID|LUIS GARCIA BERLANGA|12365.699892160541|0
COMUNIDAD DE MADRID|SENECA|12551.377109331237|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|12559.493147822388|0
COMUNIDAD DE MADRID|CIUDAD ESCOLAR|12575.994036304646|0
COMUNIDAD DE MADRID|JESUS VARELA|12625.931511969498|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|12642.415445843848|0
COMUNIDAD DE MADRID|MANUEL VAZQUEZ MONTALBAN|12642.79211434851|0
COMUNIDAD DE MADRID|FERNANDO DE LOS RIOS|12672.318565036141|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|12680.056460740063|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|12694.789712979515|0
COMUNIDAD DE MADRID|ALARNES|12704.698484913426|0
COMUNIDAD DE MADRID|SANTO DOMINGO|12707.310866722783|0
COMUNIDAD DE MADRID|LUIS BUÑUEL|12710.12107459297|0
COMUNIDAD DE MADRID|LEON FELIPE|12710.477516784988|0
COMUNIDAD DE MADRID|LUIS BRAILLE|12710.90885722138|0
COMUNIDAD DE MADRID|HOTEL ESCUELA DE LA COMUNIDAD DE MADRID|12723.329371999676|0
COMUNIDAD DE MADRID|EL PINAR|12848.289623406728|0
COMUNIDAD DE MADRID|CASIOPEA|12858.136382105522|0
COMUNIDAD DE MADRID|RODARI|12859.414062183045|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|12895.120356985153|0
COMUNIDAD DE MADRID|MANUEL DE FALLA|12898.327497454115|0
COMUNIDAD DE MADRID|SAN FERNANDO|12915.957479213717|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA FUNDACION ALCORCON|12927.183502957556|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|12953.376847815936|0
COMUNIDAD DE MADRID|MONTE DE EL PARDO|12963.1440462921|0
COMUNIDAD DE MADRID|MATEMATICO PUIG ADAM|12989.676077690086|0
COMUNIDAD DE MADRID|SEVERO OCHOA|13104.106201634651|0
COMUNIDAD DE MADRID|VIRGEN DE LA PAZ|13163.331839367456|0
COMUNIDAD DE MADRID|BLAS DE OTERO|13215.060895362505|0
COMUNIDAD DE MADRID|FERNANDO DE LOS RIOS|13215.060895362505|0
COMUNIDAD DE MADRID|LA RAMPA|13262.067230641122|0
COMUNIDAD DE MADRID|LA ARBOLEDA|13273.412224251082|0
COMUNIDAD DE MADRID|CARMEN CONDE|13283.863852630982|0
COMUNIDAD DE MADRID|CLAUDIO SANCHEZ ALBORNOZ|13304.55343226098|0
COMUNIDAD DE MADRID|FELIX RODRIGUEZ DE LA FUENTE|13341.833724252085|0
COMUNIDAD DE MADRID|PABLO NERUDA|13343.34294314014|0
COMUNIDAD DE MADRID|CONSERVATORIO PROFESIONAL DE MUSICA DE GETAFE|13348.492471235088|0
COMUNIDAD DE MADRID|MENENDEZ PIDAL|13358.44644912695|0
COMUNIDAD DE MADRID|MARIA MOLINER|13397.018498623938|0
COMUNIDAD DE MADRID|ADIVINANZAS|13508.589082264842|0
COMUNIDAD DE MADRID|FUENTE DEL PALOMAR|13570.692316946348|0
COMUNIDAD DE MADRID|TORRES QUEVEDO|13608.496440396859|0
COMUNIDAD DE MADRID|LA CAÑADA|13670.491590532469|0
COMUNIDAD DE MADRID|SEVERO OCHOA|13814.911112590786|0
COMUNIDAD DE MADRID|GALILEO GALILEI|13832.025720003216|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|13866.316553654162|0
COMUNIDAD DE MADRID|MANUEL NUÑEZ DE ARENAS|13875.515406696455|0
COMUNIDAD DE MADRID|PRADO DE SANTO DOMINGO|13921.189465240584|0
COMUNIDAD DE MADRID|JULIO CORTAZAR|14003.339227442453|0
COMUNIDAD DE MADRID|JOSÉ HIERRO|14035.498758141668|0
COMUNIDAD DE MADRID|MARIO BENEDETTI|14065.104786511287|0
COMUNIDAD DE MADRID|EL OLIVAR|14124.319128364183|0
COMUNIDAD DE MADRID|EL PARQUE|14129.387844972918|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|14182.329008726612|0
COMUNIDAD DE MADRID|MIGUEL CATALAN|14195.66087772566|0
COMUNIDAD DE MADRID|VILLALAR|14249.931550150055|0
COMUNIDAD DE MADRID|ANTONIO GAUDI|14294.718083354408|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|14376.346791314661|0
COMUNIDAD DE MADRID|PRINCIPE DE ASTURIAS|14414.799970786664|0
COMUNIDAD DE MADRID|COSLADA|14430.338080566446|0
COMUNIDAD DE MADRID|LAS LAGUNAS|14569.593158353313|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|14575.35028573957|0
COMUNIDAD DE MADRID|EL JARAMA|14605.109975587853|0
COMUNIDAD DE MADRID|EL TEJAR|14617.799148919741|0
COMUNIDAD DE MADRID|PRINCIPE DON FELIPE|14618.56751755713|0
COMUNIDAD DE MADRID|MARIA DE ZAYAS Y SOTOMAYOR|14667.921262432646|0
COMUNIDAD DE MADRID|CARLOS BOUSOÑO|14668.274515979409|0
COMUNIDAD DE MADRID|E.O.I. DE MAJADAHONDA|14668.274515979409|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|14675.730040106311|0
COMUNIDAD DE MADRID|ESTE-7, SAN FERNANDO DE HENARES|14725.87751337083|0
COMUNIDAD DE MADRID|LA ESCUELA|14767.004807692443|0
COMUNIDAD DE MADRID|MARGARITA SALAS|14838.90522565934|0
COMUNIDAD DE MADRID|JUAN XXIII|14874.850264501249|0
COMUNIDAD DE MADRID|PROFESOR MAXIMO TRUEBA|14875.58824409732|0
COMUNIDAD DE MADRID|LA SERNA|14906.18552773777|0
COMUNIDAD DE MADRID|RAFAEL ALBERTI|15021.239512731987|0
COMUNIDAD DE MADRID|ALDEBARAN|15025.428274757433|0
COMUNIDAD DE MADRID|EL LAGO|15034.34087431083|0
COMUNIDAD DE MADRID|VICTORIA KENT|15053.75278311806|0
COMUNIDAD DE MADRID|EL NARANJO|15064.775720521451|0
COMUNIDAD DE MADRID|E.O.I. DE BOADILLA DEL MONTE|15084.928232611572|0
COMUNIDAD DE MADRID|VICENTE BLASCO IBAÑEZ|15088.189968226563|0
COMUNIDAD DE MADRID|LORANCA|15096.521274181321|0
COMUNIDAD DE MADRID|VEGA DEL JARAMA|15097.419982573132|0
COMUNIDAD DE MADRID|SAN ESTEBAN|15118.610842623424|0
COMUNIDAD DE MADRID|REY FERNANDO VI|15137.200702682825|0
COMUNIDAD DE MADRID|GABRIEL Y GALAN|15140.985806619548|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|15144.708565610035|0
COMUNIDAD DE MADRID|VICTORIA KENT|15195.931472269818|0
COMUNIDAD DE MADRID|SEIS DE DICIEMBRE|15230.153918227685|0
COMUNIDAD DE MADRID|CONSERVATORIO PROFESIONAL DE MUSICA DE MAJADAHONDA|15241.064306243092|0
COMUNIDAD DE MADRID|ARCIPRESTE DE HITA|15242.07602351268|0
COMUNIDAD DE MADRID|BENITO PEREZ GALDOS|15252.545476096622|0
COMUNIDAD DE MADRID|MARIO VARGAS LLOSA|15263.279317028102|0
COMUNIDAD DE MADRID|TERESA BERGANZA|15272.874249210481|0
COMUNIDAD DE MADRID|EL TAMBOR|15283.954150188627|0
COMUNIDAD DE MADRID|DAOIZ Y VELARDE|15293.07269685053|0
COMUNIDAD DE MADRID|JOSE BERGAMIN GUTIERREZ|15296.630159840568|0
COMUNIDAD DE MADRID|FRANCISCO GINER DE LOS RIOS|15298.426535195797|0
COMUNIDAD DE MADRID|SAN FERNANDO DE HENARES|15302.813994647398|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|15394.797465864516|0
COMUNIDAD DE MADRID|CIUDADES UNIDAS|15396.951814393173|0
COMUNIDAD DE MADRID|VILLAR PALASI|15407.816998279533|0
COMUNIDAD DE MADRID|EMILIO CASADO|15412.464664167503|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|15421.16106524553|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|15424.53979499858|0
COMUNIDAD DE MADRID|JULIO CARO BAROJA|15426.003322076493|0
COMUNIDAD DE MADRID|EUROPA|15427.221477148933|0
COMUNIDAD DE MADRID|JORGE GUILLEN|15436.155736195182|0
COMUNIDAD DE MADRID|LEON FELIPE|15453.189619440222|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|15453.59532974785|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|15456.535603769584|0
COMUNIDAD DE MADRID|ANDRES MANJON|15464.801573749652|0
COMUNIDAD DE MADRID|RAYUELA|15471.962670281857|0
COMUNIDAD DE MADRID|DUQUE DE RIVAS|15489.98172630778|0
COMUNIDAD DE MADRID|PARQUE DE CATALUÑA|15501.957926226132|0
COMUNIDAD DE MADRID|EL OLIVAR|15507.771486990572|0
COMUNIDAD DE MADRID|LOS ALMENDROS|15528.894539739676|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|15574.028875285647|0
COMUNIDAD DE MADRID|GUERNICA|15577.388925718638|0
COMUNIDAD DE MADRID|PROFESOR TIERNO GALVAN|15596.903865170088|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|15600.165508730604|0
COMUNIDAD DE MADRID|MARGARITA XIRGU|15618.223323411878|0
COMUNIDAD DE MADRID|SAN ESTEBAN|15623.935838502697|0
COMUNIDAD DE MADRID|GREEN PEACE|15633.18662091509|0
COMUNIDAD DE MADRID|JOSE SARAMAGO|15645.398463234036|0
COMUNIDAD DE MADRID|MIGUEL HERNÁNDEZ|15647.690581347228|0
COMUNIDAD DE MADRID|SALVADOR ALLENDE|15679.500703022866|0
COMUNIDAD DE MADRID|VALLE DE ORDESA|15698.796320974127|0
COMUNIDAD DE MADRID|LUIS BUÑUEL|15724.228373428108|0
COMUNIDAD DE MADRID|SAN PIO X|15728.348691465017|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|15747.306635860357|0
COMUNIDAD DE MADRID|JAIME FERRAN CLUA|15748.416936839301|0
COMUNIDAD DE MADRID|GRIMM|15755.258365900563|0
COMUNIDAD DE MADRID|GASPAR MELCHOR DE JOVELLANOS|15772.503592848449|0
COMUNIDAD DE MADRID|PABLO NERUDA|15775.384089123849|0
COMUNIDAD DE MADRID|PABLO SOROZABAL|15817.605745363546|0
COMUNIDAD DE MADRID|E.O.I. DE MOSTOLES|15817.995125657619|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|15821.126398790826|0
COMUNIDAD DE MADRID|MAESTRA TRINIDAD GARCIA|15825.58598467874|0
COMUNIDAD DE MADRID|ARQUITECTO VENTURA RODRIGUEZ|15826.670418011772|0
COMUNIDAD DE MADRID|RIVAS-VACIAMADRID|15832.737264845638|0
COMUNIDAD DE MADRID|E.O.I. DE RIVAS-VACIAMADRID|15833.168548649739|0
COMUNIDAD DE MADRID|JARAMA|15850.837357634593|0
COMUNIDAD DE MADRID|SALZILLO-VALLE INCLAN|15865.330619992037|0
COMUNIDAD DE MADRID|ANDRES TORREJON|15886.518781647192|0
COMUNIDAD DE MADRID|CASTILLA|15887.707171056623|0
COMUNIDAD DE MADRID|LOPE DE VEGA|15912.466788096352|0
COMUNIDAD DE MADRID|VALDEPALITOS|15925.55065832123|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|15965.143922274165|0
COMUNIDAD DE MADRID|FERNANDO DE LOS RIOS|15977.271597590332|0
COMUNIDAD DE MADRID|E.O.I. DE FUENLABRADA|15977.939728205041|0
COMUNIDAD DE MADRID|MIRAFLORES|15982.965979070143|0
COMUNIDAD DE MADRID|AGORA|16000.029245785483|0
COMUNIDAD DE MADRID|SEVERO OCHOA|16019.800659260893|0
COMUNIDAD DE MADRID|JOSE SARAMAGO|16037.140952408927|0
COMUNIDAD DE MADRID|ANDRES SEGOVIA|16037.835699218998|0
COMUNIDAD DE MADRID|PABLO NERUDA|16059.530564209936|0
COMUNIDAD DE MADRID|LEON FELIPE|16074.327568181941|0
COMUNIDAD DE MADRID|CASCABELES|16079.324240046022|0
COMUNIDAD DE MADRID|SIGLO XXI|16086.695670224615|0
COMUNIDAD DE MADRID|LUIS ALVAREZ LENCERO|16110.350430403812|0
COMUNIDAD DE MADRID|SILVIO ABAD|16130.235039840381|0
COMUNIDAD DE MADRID|LAS ROZAS I|16132.618083608892|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|16143.72060413361|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|16152.126731643932|0
COMUNIDAD DE MADRID|BACHILLER ALONSO LOPEZ|16226.422722422896|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|16237.86151807322|0
COMUNIDAD DE MADRID|EUROPA|16247.024954594124|0
COMUNIDAD DE MADRID|LUIS BUÑUEL|16316.847503321194|0
COMUNIDAD DE MADRID|E.O.I. DE SAN SEBASTIAN DE LOS REYES|16322.879277253385|0
COMUNIDAD DE MADRID|JUAN DE MAIRENA|16322.879277253385|0
COMUNIDAD DE MADRID|BEATO SIMON DE ROJAS|16334.4799992537|0
COMUNIDAD DE MADRID|LOS ROSALES|16345.44694595154|0
COMUNIDAD DE MADRID|BENJAMIN RUA|16350.701701368216|0
COMUNIDAD DE MADRID|JULIO PALACIOS|16373.518102280803|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE VALVANERA|16383.68470522952|0
COMUNIDAD DE MADRID|FRANCISCO CARRILLO|16384.046407971353|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|16387.259560770675|0
COMUNIDAD DE MADRID|CERVANTES|16391.99828457568|0
COMUNIDAD DE MADRID|INFANTAS ELENA Y CRISTINA|16400.708845006724|0
COMUNIDAD DE MADRID|JOAQUIN ARAUJO|16425.23317291336|0
COMUNIDAD DE MADRID|LEONARDO DA VINCI|16428.049871072762|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|16433.442675629674|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|16438.04849153571|0
COMUNIDAD DE MADRID|EL JUGLAR|16443.17483400785|0
COMUNIDAD DE MADRID|AGORA|16453.7717487512|0
COMUNIDAD DE MADRID|EL PEQUEÑO SAUCE|16480.593692643317|0
COMUNIDAD DE MADRID|JUAN PEREZ VILLAAMIL|16493.187894579263|0
COMUNIDAD DE MADRID|BENITO PEREZ GALDOS|16523.84961956558|0
COMUNIDAD DE MADRID|ANTONIO BUERO VALLEJO|16545.173375326223|0
COMUNIDAD DE MADRID|ANTONIO HERNANDEZ|16554.626738923078|0
COMUNIDAD DE MADRID|ALONSO CANO|16556.33462911993|0
COMUNIDAD DE MADRID|SANTIAGO RAMON Y CAJAL|16599.075736708695|0
COMUNIDAD DE MADRID|LAS ROZAS|16615.471794306854|0
COMUNIDAD DE MADRID|DIONISIO AGUADO|16619.59543349053|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|16631.94186897495|0
COMUNIDAD DE MADRID|SALVADOR DALI|16679.33463526661|0
COMUNIDAD DE MADRID|CENTRO DE CAPACITACION AGRARIA|16681.399255809883|0
COMUNIDAD DE MADRID|PRINCIPE FELIPE|16686.8159588027|0
COMUNIDAD DE MADRID|ANTONIO DE NEBRIJA|16700.41192731099|0
COMUNIDAD DE MADRID|MIGUEL DE UNAMUNO|16702.57365723495|0
COMUNIDAD DE MADRID|VELAZQUEZ|16733.634135494343|0
COMUNIDAD DE MADRID|SAN MIGUEL|16737.829027326723|0
COMUNIDAD DE MADRID|PAULO FREIRE|16762.506660411324|0
COMUNIDAD DE MADRID|BLAS DE OTERO|16847.55463395274|0
COMUNIDAD DE MADRID|PRINCIPE DE ASTURIAS|16860.866492829766|0
COMUNIDAD DE MADRID|FREGACEDOS|16861.916852382114|0
COMUNIDAD DE MADRID|AULA 3|16864.955035922347|0
COMUNIDAD DE MADRID|JOHN LENNON|16873.73504257068|0
COMUNIDAD DE MADRID|RAYUELA|16881.379898732906|0
COMUNIDAD DE MADRID|DOLORES IBARRURI|16882.045086124777|0
COMUNIDAD DE MADRID|AGUSTINA DE ARAGON|16884.247807065058|0
COMUNIDAD DE MADRID|DIRECCION AREA TERRITORIAL MADRID-NORTE|16907.05457477475|0
COMUNIDAD DE MADRID|EL FARO|16923.215517757377|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|16934.9514300056|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|16939.286596564474|0
COMUNIDAD DE MADRID|JOAN MIRO|16945.09096749587|0
COMUNIDAD DE MADRID|SAN SEBASTIAN DE LOS REYES|16946.343865649753|0
COMUNIDAD DE MADRID|JOSE HIERRO|16964.935470698776|0
COMUNIDAD DE MADRID|BARRIO LORANCA|17028.150624416026|0
COMUNIDAD DE MADRID|FUENTE SANTA|17035.639065315092|0
COMUNIDAD DE MADRID|VELAZQUEZ|17047.319710799362|0
COMUNIDAD DE MADRID|HERMANOS GARCIA NOBLEJAS|17062.150401149847|0
COMUNIDAD DE MADRID|GABRIEL CELAYA|17085.693135703696|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|17102.997558290688|0
COMUNIDAD DE MADRID|V CENTENARIO|17132.759597975764|0
COMUNIDAD DE MADRID|EL BURGO-IGNACIO ECHEVERRÍA|17162.544901628135|0
COMUNIDAD DE MADRID|E.O.I. DE LAS ROZAS DE MADRID|17183.582848183964|0
COMUNIDAD DE MADRID|PABLO SARASATE|17188.687825320205|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|17208.866789696018|0
COMUNIDAD DE MADRID|SAN SEBASTIAN|17208.866789696018|0
COMUNIDAD DE MADRID|POETISA CELIA VIÑAS|17218.331326685246|0
COMUNIDAD DE MADRID|TRAGALUZ|17339.272468856416|0
COMUNIDAD DE MADRID|LEON FELIPE|17345.28643589991|0
COMUNIDAD DE MADRID|E.O.I. DE PINTO|17368.712061904138|0
COMUNIDAD DE MADRID|RIO BIDASOA|17370.41921442107|0
COMUNIDAD DE MADRID|CIUDAD DE ROMA|17400.33954895661|0
COMUNIDAD DE MADRID|MANUELA MALASAÑA|17417.08760085303|0
COMUNIDAD DE MADRID|LA COMBA|17451.458265150217|0
COMUNIDAD DE MADRID|TREBOL|17462.34295361689|0
COMUNIDAD DE MADRID|ANTARES|17473.145454346577|0
COMUNIDAD DE MADRID|LA CAÑADA|17495.930000219836|0
COMUNIDAD DE MADRID|DULCE CHACON|17504.46829673482|0
COMUNIDAD DE MADRID|LA ALAMEDA|17515.030809542655|0
COMUNIDAD DE MADRID|HANS CHRISTIAN ANDERSEN|17519.894594964764|0
COMUNIDAD DE MADRID|GONZALO TORRENTE BALLESTER|17528.20387865272|0
COMUNIDAD DE MADRID|JULIAN BESTEIRO|17553.558538081645|0
COMUNIDAD DE MADRID|JOAN MIRO|17613.218721483514|0
COMUNIDAD DE MADRID|COLORES|17642.813480728004|0
COMUNIDAD DE MADRID|ATENEA|17643.929157237777|0
COMUNIDAD DE MADRID|MANUEL DE FALLA|17739.90225784541|0
COMUNIDAD DE MADRID|EUROPA|17751.15598463144|0
COMUNIDAD DE MADRID|ALFONSO R. CASTELAO|17793.064575656565|0
COMUNIDAD DE MADRID|LAS ARTES|17793.175830189783|0
COMUNIDAD DE MADRID|CALATALIFA|17796.597173522227|0
COMUNIDAD DE MADRID|LAURA GARCIA NOBLEJAS Y BRUNET|17797.387522034274|0
COMUNIDAD DE MADRID|VICENTE FERRER|17827.102445311768|0
COMUNIDAD DE MADRID|PARACUELLOS DEL JARAMA|17835.54369143867|0
COMUNIDAD DE MADRID|PIO BAROJA|17917.90292638061|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|17942.1007319091|0
COMUNIDAD DE MADRID|JUAN OCAÑA|17957.588373146118|0
COMUNIDAD DE MADRID|FELIPE TRIGO|17971.450655376015|0
COMUNIDAD DE MADRID|BENITO PEREZ GALDOS|17996.853294107947|0
COMUNIDAD DE MADRID|ANTONIO GALA|17997.173264677713|0
COMUNIDAD DE MADRID|LAS CUMBRES|18027.12917766613|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA HOSP. GRAL. MOSTOLES|18081.30037595037|0
COMUNIDAD DE MADRID|RAFAEL ALBERTI|18178.82801615944|0
COMUNIDAD DE MADRID|ANTUSANA|18296.256612539266|0
COMUNIDAD DE MADRID|ADOLFO SUAREZ|18317.366700648396|0
COMUNIDAD DE MADRID|EL PRADO|18328.366670439496|0
COMUNIDAD DE MADRID|LAS CIGÜEÑAS|18340.01067758705|0
COMUNIDAD DE MADRID|PATAS ARRIBA|18344.09463052782|0
COMUNIDAD DE MADRID|ISABEL LA CATOLICA|18350.91422396259|0
COMUNIDAD DE MADRID|DULCE CHACON|18362.531570024592|0
COMUNIDAD DE MADRID|VIRGEN DE LA RIBERA FUND. HNOS.|18364.093825587013|0
COMUNIDAD DE MADRID|TERESA DE CALCUTA|18394.458676909515|0
COMUNIDAD DE MADRID|LAS CIGÜEÑAS|18509.855105476676|0
COMUNIDAD DE MADRID|PABLO PICASSO|18520.72000507922|0
COMUNIDAD DE MADRID|GANDHI|18521.55089963421|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|18562.192278788436|0
COMUNIDAD DE MADRID|PROFESOR JULIO PEREZ|18621.27790285668|0
COMUNIDAD DE MADRID|JARAMA|18880.20356344633|0
COMUNIDAD DE MADRID|MARIANO JOSE DE LARRA|19016.09149071762|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|19038.406085210336|0
COMUNIDAD DE MADRID|EUROPA|19085.252404425853|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|19086.57444442736|0
COMUNIDAD DE MADRID|LOS LAGOS|19135.03938965265|0
COMUNIDAD DE MADRID|JULIAN BESTEIRO|19183.417897377738|0
COMUNIDAD DE MADRID|HENARES|19229.173032070958|0
COMUNIDAD DE MADRID|TRIS-TRAS|19234.017811542686|0
COMUNIDAD DE MADRID|PABLO PICASSO|19262.548747106368|0
COMUNIDAD DE MADRID|FRANCISCO TOMAS Y VALIENTE|19265.30476793637|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|19285.06779385961|0
COMUNIDAD DE MADRID|MANUEL ELKIN PATARROYO|19335.006964826447|0
COMUNIDAD DE MADRID|LOS OLIVOS|19359.19181748169|0
COMUNIDAD DE MADRID|MARIONETAS|19360.922583924203|0
COMUNIDAD DE MADRID|PABLO PICASSO|19364.496227121268|0
COMUNIDAD DE MADRID|LA LAGUNA|19387.54492207863|0
COMUNIDAD DE MADRID|RAMON Y CAJAL|19387.801354119278|0
COMUNIDAD DE MADRID|E.O.I. DE PARLA|19389.436938861265|0
COMUNIDAD DE MADRID|ANA MARIA MATUTE|19419.248226322037|0
COMUNIDAD DE MADRID|VIRGEN DEL CARMEN|19420.37432499233|0
COMUNIDAD DE MADRID|LEON FELIPE|19446.79424371899|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|19467.97982440804|0
COMUNIDAD DE MADRID|E.O.I. DE TORREJON DE ARDOZ|19487.14967373877|0
COMUNIDAD DE MADRID|VALDEMERA|19504.51795984762|0
COMUNIDAD DE MADRID|CLARA CAMPOAMOR|19578.202290923608|0
COMUNIDAD DE MADRID|SANTO DOMINGO DE GUZMAN|19590.964393307488|0
COMUNIDAD DE MADRID|BUENOS AIRES|19600.299807526935|0
COMUNIDAD DE MADRID|EL BUEN GOBERNADOR|19665.053704226364|0
COMUNIDAD DE MADRID|EL BUEN GOBERNADOR|19665.053704226364|0
COMUNIDAD DE MADRID|GABRIEL Y GALAN|19672.638846087775|0
COMUNIDAD DE MADRID|NARCIS MONTURIOL|19688.45543113616|0
COMUNIDAD DE MADRID|SAN RAMON|19730.991300336187|0
COMUNIDAD DE MADRID|CAMPOHERMOSO|19850.48661306207|0
COMUNIDAD DE MADRID|JORGE MANRIQUE|19917.410091290578|0
COMUNIDAD DE MADRID|GERARDO DIEGO|19993.387525879516|0
COMUNIDAD DE MADRID|ANTONIO OSUNA|19999.58711850178|0
COMUNIDAD DE MADRID|LUIS VIVES|20006.265475844022|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|20021.273594485752|0
COMUNIDAD DE MADRID|LA PALOMA|20021.632971590712|0
COMUNIDAD DE MADRID|EL OLIVO|20078.068577467035|0
COMUNIDAD DE MADRID|LAS AMERICAS|20166.80204022392|0
